traj_id,frame,x,y
184,4,,
184,5,,
184,6,,
184,7,,
184,8,,
184,9,,
185,0,,
185,1,,
185,2,,
185,3,,
185,4,0.4080267558528428,2.809364548494983
185,5,,
185,6,,
185,7,,
185,8,,
185,9,,
186,0,,
186,1,,
186,2,,
186,3,,
186,4,0.5919732441471571,2.809364548494983
186,5,,
186,6,,
186,7,,
186,8,,
186,9,,
187,0,,
187,1,,
187,2,,
187,3,,
187,4,0.34782608695652173,3.010033444816054
187,5,0.3210702341137124,3.010033444816054
187,6,,
187,7,,
187,8,,
187,9,,
188,0,,
188,1,,
188,2,,
188,3,,
188,4,0.6521739130434783,3.010033444816054
188,5,0.6789297658862876,3.010033444816054
188,6,,
188,7,,
188,8,,
188,9,,
189,0,,
189,1,,
189,2,,
189,3,,
189,4,0.31438127090301005,3.2107023411371234
189,5,,
189,6,,
189,7,,
189,8,,
189,9,,
190,0,,
190,1,,
190,2,,
190,3,,
190,4,0.68561872909699,3.2107023411371234
190,5,,
190,6,,
190,7,,
190,8,,
190,9,,
191,0,,
191,1,,
191,2,,
191,3,,
191,4,0.2909698996655518,3.6120401337792645
191,5,,
191,6,,
191,7,,
191,8,,
191,9,,
192,0,,
192,1,,
192,2,,
192,3,,
192,4,0.7090301003344481,3.6120401337792645
192,5,,
192,6,,
192,7,,
192,8,,
192,9,,
193,0,,
193,1,,
193,2,,
193,3,,
193,4,0.36454849498327757,4.414715719063544
193,5,,
193,6,,
193,7,,
193,8,,
193,9,,
194,0,,
194,1,,
194,2,,
194,3,,
194,4,0.6354515050167224,4.414715719063544
194,5,,
194,6,,
194,7,,
194,8,,
194,9,,
195,0,,
195,1,,
195,2,,
195,3,,
195,4,0.4080267558528428,7.4247491638796
195,5,,
195,6,,
195,7,,
195,8,,
195,9,,
196,0,,
196,1,,
196,2,,
196,3,,
196,4,0.5919732441471571,7.4247491638796
196,5,,
196,6,,
196,7,,
196,8,,
196,9,,
197,0,,
197,1,,
197,2,,
197,3,,
197,4,0.3311036789297659,7.625418060200669
197,5,,
197,6,,
197,7,,
197,8,,
197,9,,
198,0,,
198,1,,
198,2,,
198,3,,
198,4,0.6688963210702341,7.625418060200669
198,5,,
198,6,,
198,7,,
198,8,,
198,9,,
199,0,,
199,1,,
199,2,,
199,3,,
199,4,0.2909698996655518,8.02675585284281
199,5,,
199,6,,
199,7,,
199,8,,
199,9,,
200,0,,
200,1,,
200,2,,
200,3,,
200,4,0.7090301003344481,8.02675585284281
200,5,,
200,6,,
200,7,,
200,8,,
200,9,,
201,0,,
201,1,,
201,2,,
201,3,,
201,4,0.3210702341137124,8.22742474916388
201,5,,
201,6,,
201,7,,
201,8,,
201,9,,
202,0,,
202,1,,
202,2,,
202,3,,
202,4,0.6789297658862876,8.22742474916388
202,5,,
202,6,,
202,7,,
202,8,,
202,9,,
203,0,,
203,1,,
203,2,,
203,3,,
203,4,0.3846153846153846,8.62876254180602
203,5,,
203,6,,
203,7,,
203,8,,
203,9,,
204,0,,
204,1,,
204,2,,
204,3,,
204,4,0.6153846153846154,8.62876254180602
204,5,,
204,6,,
204,7,,
204,8,,
204,9,,
205,0,,
205,1,,
205,2,,
205,3,,
205,4,0.40468227424749165,11.036789297658864
205,5,,
205,6,,
205,7,,
205,8,,
205,9,,
206,0,,
206,1,,
206,2,,
206,3,,
206,4,0.5953177257525083,11.036789297658864
206,5,,
206,6,,
206,7,,
206,8,,
206,9,,
207,0,,
207,1,,
207,2,,
207,3,,
207,4,0.2909698996655518,11.638795986622075
207,5,,
207,6,,
207,7,,
207,8,,
207,9,,
208,0,,
208,1,,
208,2,,
208,3,,
208,4,0.7090301003344481,11.638795986622075
208,5,,
208,6,,
208,7,,
208,8,,
208,9,,
209,0,,
209,1,,
209,2,,
209,3,,
209,4,0.36789297658862874,12.040133779264217
209,5,,
209,6,,
209,7,,
209,8,,
209,9,,
210,0,,
210,1,,
210,2,,
210,3,,
210,4,0.6321070234113713,12.040133779264217
210,5,,
210,6,,
210,7,,
210,8,,
210,9,,
211,0,,
211,1,,
211,2,,
211,3,,
211,4,0.2909698996655518,14.648829431438127
211,5,,
211,6,,
211,7,,
211,8,,
211,9,,
212,0,,
212,1,,
212,2,,
212,3,,
212,4,0.7090301003344481,14.648829431438127
212,5,,
212,6,,
212,7,,
212,8,,
212,9,,
213,0,,
213,1,,
213,2,,
213,3,,
213,4,0.3979933110367893,18.06020066889632
213,5,,
213,6,,
213,7,,
213,8,,
213,9,,
214,0,,
214,1,,
214,2,,
214,3,,
214,4,0.6020066889632107,18.06020066889632
214,5,,
214,6,,
214,7,,
214,8,,
214,9,,
215,0,,
215,1,,
215,2,,
215,3,,
215,4,0.2909698996655518,20.267558528428093
215,5,,
215,6,,
215,7,,
215,8,,
215,9,,
216,0,,
216,1,,
216,2,,
216,3,,
216,4,0.7090301003344481,20.267558528428093
216,5,,
216,6,,
216,7,,
216,8,,
216,9,,
217,0,,
217,1,,
217,2,,
217,3,,
217,4,0.2909698996655518,22.876254180602007
217,5,,
217,6,,
217,7,,
217,8,,
217,9,,
218,0,,
218,1,,
218,2,,
218,3,,
218,4,0.7090301003344481,22.876254180602007
218,5,,
218,6,,
218,7,,
218,8,,
218,9,,
219,0,,
219,1,,
219,2,,
219,3,,
219,4,0.28762541806020064,25.48494983277592
219,5,,
219,6,,
219,7,,
219,8,,
219,9,,
220,0,,
220,1,,
220,2,,
220,3,,
220,4,0.7123745819397993,25.48494983277592
220,5,,
220,6,,
220,7,,
220,8,,
220,9,,
221,0,,
221,1,,
221,2,,
221,3,,
221,4,0.4214046822742475,25.88628762541806
221,5,,
221,6,,
221,7,,
221,8,,
221,9,,
222,0,,
222,1,,
222,2,,
222,3,,
222,4,0.5785953177257525,25.88628762541806
222,5,,
222,6,,
222,7,,
222,8,,
222,9,,
223,0,,
223,1,,
223,2,,
223,3,,
223,4,0.3110367892976589,27.892976588628763
223,5,,
223,6,,
223,7,,
223,8,,
223,9,,
224,0,,
224,1,,
224,2,,
224,3,,
224,4,0.6889632107023411,27.892976588628763
224,5,,
224,6,,
224,7,,
224,8,,
224,9,,
225,0,,
225,1,,
225,2,,
225,3,,
225,4,0.294314381270903,36.92307692307693
225,5,,
225,6,,
225,7,,
225,8,,
225,9,,
226,0,,
226,1,,
226,2,,
226,3,,
226,4,0.705685618729097,36.92307692307693
226,5,,
226,6,,
226,7,,
226,8,,
226,9,,
227,0,,
227,1,,
227,2,,
227,3,,
227,4,0.4983277591973244,41.1371237458194
227,5,,
227,6,,
227,7,,
227,8,,
227,9,,
228,0,,
228,1,,
228,2,,
228,3,,
228,4,0.4983277591973244,59.39799331103679
228,5,,
228,6,,
228,7,,
228,8,,
228,9,,
229,0,,
229,1,,
229,2,,
229,3,,
229,4,,
229,5,0.4080267558528428,1.8060200668896318
229,6,,
229,7,,
229,8,,
229,9,,
230,0,,
230,1,,
230,2,,
230,3,,
230,4,,
230,5,0.5919732441471571,1.8060200668896318
230,6,,
230,7,,
230,8,,
230,9,,
231,0,,
231,1,,
231,2,,
231,3,,
231,4,,
231,5,0.34782608695652173,2.006688963210703
231,6,,
231,7,,
231,8,,
231,9,,
232,0,,
232,1,,
232,2,,
232,3,,
232,4,,
232,5,0.6521739130434783,2.006688963210703
232,6,,
232,7,,
232,8,,
232,9,,
233,0,,
233,1,,
233,2,,
233,3,,
233,4,,
233,5,0.31438127090301005,2.207357859531772
233,6,0.3210702341137124,2.207357859531772
233,7,,
233,8,,
233,9,,
234,0,,
234,1,,
234,2,,
234,3,,
234,4,,
234,5,0.68561872909699,2.207357859531772
234,6,0.6789297658862876,2.207357859531772
234,7,,
234,8,,
234,9,,
235,0,,
235,1,,
235,2,,
235,3,,
235,4,,
235,5,0.2909698996655518,2.608695652173913
235,6,,
235,7,,
235,8,,
235,9,,
236,0,,
236,1,,
236,2,,
236,3,,
236,4,,
236,5,0.7090301003344481,2.608695652173913
236,6,,
236,7,,
236,8,,
236,9,,
237,0,,
237,1,,
237,2,,
237,3,,
237,4,,
237,5,0.36454849498327757,3.4113712374581944
237,6,,
237,7,,
237,8,,
237,9,,
238,0,,
238,1,,
238,2,,
238,3,,
238,4,,
238,5,0.6354515050167224,3.4113712374581944
238,6,,
238,7,,
238,8,,
238,9,,
239,0,,
239,1,,
239,2,,
239,3,,
239,4,,
239,5,0.4080267558528428,6.421404682274247
239,6,,
239,7,,
239,8,,
239,9,,
240,0,,
240,1,,
240,2,,
240,3,,
240,4,,
240,5,0.5919732441471571,6.421404682274247
240,6,,
240,7,,
240,8,,
240,9,,
241,0,,
241,1,,
241,2,,
241,3,,
241,4,,
241,5,0.3311036789297659,6.622073578595318
241,6,,
241,7,,
241,8,,
241,9,,
242,0,,
242,1,,
242,2,,
242,3,,
242,4,,
242,5,0.6688963210702341,6.622073578595318
242,6,,
242,7,,
242,8,,
242,9,,
243,0,,
243,1,,
243,2,,
243,3,,
243,4,,
243,5,0.2909698996655518,7.023411371237458
243,6,,
243,7,,
243,8,,
243,9,,
244,0,,
244,1,,
244,2,,
244,3,,
244,4,,
244,5,0.7090301003344481,7.023411371237458
244,6,,
244,7,,
244,8,,
244,9,,
245,0,,
245,1,,
245,2,,
245,3,,
245,4,,
245,5,0.3846153846153846,7.625418060200669
245,6,,
245,7,,
245,8,,
245,9,,
246,0,,
246,1,,
246,2,,
246,3,,
246,4,,
246,5,0.6153846153846154,7.625418060200669
246,6,,
246,7,,
246,8,,
246,9,,
247,0,,
247,1,,
247,2,,
247,3,,
247,4,,
247,5,0.4080267558528428,10.033444816053512
247,6,,
247,7,,
247,8,,
247,9,,
248,0,,
248,1,,
248,2,,
248,3,,
248,4,,
248,5,0.5919732441471571,10.033444816053512
248,6,,
248,7,,
248,8,,
248,9,,
249,0,,
249,1,,
249,2,,
249,3,,
249,4,,
249,5,0.2909698996655518,10.635451505016723
249,6,,
249,7,,
249,8,,
249,9,,
250,0,,
250,1,,
250,2,,
250,3,,
250,4,,
250,5,0.3076923076923077,10.635451505016723
250,6,,
250,7,,
250,8,,
250,9,,
251,0,,
251,1,,
251,2,,
251,3,,
251,4,,
251,5,0.6923076923076923,10.635451505016723
251,6,,
251,7,,
251,8,,
251,9,,
252,0,,
252,1,,
252,2,,
252,3,,
252,4,,
252,5,0.7090301003344481,10.635451505016723
252,6,,
252,7,,
252,8,,
252,9,,
253,0,,
253,1,,
253,2,,
253,3,,
253,4,,
253,5,0.3879598662207358,13.244147157190636
253,6,,
253,7,,
253,8,,
253,9,,
254,0,,
254,1,,
254,2,,
254,3,,
254,4,,
254,5,0.6120401337792643,13.244147157190636
254,6,,
254,7,,
254,8,,
254,9,,
255,0,,
255,1,,
255,2,,
255,3,,
255,4,,
255,5,0.2909698996655518,13.645484949832777
255,6,,
255,7,,
255,8,,
255,9,,
256,0,,
256,1,,
256,2,,
256,3,,
256,4,,
256,5,0.7090301003344481,13.645484949832777
256,6,,
256,7,,
256,8,,
256,9,,
257,0,,
257,1,,
257,2,,
257,3,,
257,4,,
257,5,0.4882943143812709,14.247491638795985
257,6,,
257,7,,
257,8,,
257,9,,
258,0,,
258,1,,
258,2,,
258,3,,
258,4,,
258,5,0.5117056856187291,14.247491638795985
258,6,,
258,7,,
258,8,,
258,9,,
259,0,,
259,1,,
259,2,,
259,3,,
259,4,,
259,5,0.294314381270903,16.65551839464883
259,6,,
259,7,,
259,8,,
259,9,,
260,0,,
260,1,,
260,2,,
260,3,,
260,4,,
260,5,0.705685618729097,16.65551839464883
260,6,,
260,7,,
260,8,,
260,9,,
261,0,,
261,1,,
261,2,,
261,3,,
261,4,,
261,5,0.2909698996655518,19.264214046822744
261,6,,
261,7,,
261,8,,
261,9,,
262,0,,
262,1,,
262,2,,
262,3,,
262,4,,
262,5,0.7090301003344481,19.264214046822744
262,6,,
262,7,,
262,8,,
262,9,,
263,0,,
263,1,,
263,2,,
263,3,,
263,4,,
263,5,0.2909698996655518,21.872909698996658
263,6,,
263,7,,
263,8,,
263,9,,
264,0,,
264,1,,
264,2,,
264,3,,
264,4,,
264,5,0.7090301003344481,21.872909698996658
264,6,,
264,7,,
264,8,,
264,9,,
265,0,,
265,1,,
265,2,,
265,3,,
265,4,,
265,5,0.3076923076923077,24.48160535117057
265,6,,
265,7,,
265,8,,
265,9,,
266,0,,
266,1,,
266,2,,
266,3,,
266,4,,
266,5,0.6923076923076923,24.48160535117057
266,6,,
266,7,,
266,8,,
266,9,,
267,0,,
267,1,,
267,2,,
267,3,,
267,4,,
267,5,0.43812709030100333,26.48829431438127
267,6,,
267,7,,
267,8,,
267,9,,
268,0,,
268,1,,
268,2,,
268,3,,
268,4,,
268,5,0.5618729096989966,26.48829431438127
268,6,,
268,7,,
268,8,,
268,9,,
269,0,,
269,1,,
269,2,,
269,3,,
269,4,,
269,5,0.294314381270903,33.91304347826087
269,6,,
269,7,,
269,8,,
269,9,,
270,0,,
270,1,,
270,2,,
270,3,,
270,4,,
270,5,0.705685618729097,33.91304347826087
270,6,,
270,7,,
270,8,,
270,9,,
271,0,,
271,1,,
271,2,,
271,3,,
271,4,,
271,5,0.294314381270903,36.12040133779264
271,6,,
271,7,,
271,8,,
271,9,,
272,0,,
272,1,,
272,2,,
272,3,,
272,4,,
272,5,0.705685618729097,36.12040133779264
272,6,,
272,7,,
272,8,,
272,9,,
273,0,,
273,1,,
273,2,,
273,3,,
273,4,,
273,5,0.46822742474916385,46.35451505016722
273,6,,
273,7,,
273,8,,
273,9,,
274,0,,
274,1,,
274,2,,
274,3,,
274,4,,
274,5,0.5317725752508361,46.35451505016722
274,6,,
274,7,,
274,8,,
274,9,,
275,0,,
275,1,,
275,2,,
275,3,,
275,4,,
275,5,0.46822742474916385,58.39464882943144
275,6,,
275,7,,
275,8,,
275,9,,
276,0,,
276,1,,
276,2,,
276,3,,
276,4,,
276,5,0.5317725752508361,58.39464882943144
276,6,,
276,7,,
276,8,,
276,9,,
277,0,,
277,1,,
277,2,,
277,3,,
277,4,,
277,5,,
277,6,0.411371237458194,0.8026755852842813
277,7,,
277,8,,
277,9,,
278,0,,
278,1,,
278,2,,
278,3,,
278,4,,
278,5,,
278,6,0.588628762541806,0.8026755852842813
278,7,,
278,8,,
278,9,,
279,0,,
279,1,,
279,2,,
279,3,,
279,4,,
279,5,,
279,6,0.34782608695652173,1.0033444816053514
279,7,,
279,8,,
279,9,,
280,0,,
280,1,,
280,2,,
280,3,,
280,4,,
280,5,,
280,6,0.6521739130434783,1.0033444816053514
280,7,,
280,8,,
280,9,,
281,0,,
281,1,,
281,2,,
281,3,,
281,4,,
281,5,,
281,6,0.31438127090301005,1.2040133779264215
281,7,,
281,8,,
281,9,,
282,0,,
282,1,,
282,2,,
282,3,,
282,4,,
282,5,,
282,6,0.68561872909699,1.2040133779264215
282,7,,
282,8,,
282,9,,
283,0,,
283,1,,
283,2,,
283,3,,
283,4,,
283,5,,
283,6,0.2909698996655518,1.6053511705685617
283,7,,
283,8,,
283,9,,
284,0,,
284,1,,
284,2,,
284,3,,
284,4,,
284,5,,
284,6,0.7090301003344481,1.6053511705685617
284,7,,
284,8,,
284,9,,
285,0,,
285,1,,
285,2,,
285,3,,
285,4,,
285,5,,
285,6,0.36454849498327757,2.408026755852843
285,7,,
285,8,,
285,9,,
286,0,,
286,1,,
286,2,,
286,3,,
286,4,,
286,5,,
286,6,0.6354515050167224,2.408026755852843
286,7,,
286,8,,
286,9,,
287,0,,
287,1,,
287,2,,
287,3,,
287,4,,
287,5,,
287,6,0.4983277591973244,2.608695652173914
287,7,,
287,8,,
287,9,,
288,0,,
288,1,,
288,2,,
288,3,,
288,4,,
288,5,,
288,6,0.411371237458194,5.418060200668897
288,7,,
288,8,,
288,9,,
289,0,,
289,1,,
289,2,,
289,3,,
289,4,,
289,5,,
289,6,0.588628762541806,5.418060200668897
289,7,,
289,8,,
289,9,,
290,0,,
290,1,,
290,2,,
290,3,,
290,4,,
290,5,,
290,6,0.3311036789297659,5.819397993311037
290,7,,
290,8,,
290,9,,
291,0,,
291,1,,
291,2,,
291,3,,
291,4,,
291,5,,
291,6,0.6688963210702341,5.819397993311037
291,7,,
291,8,,
291,9,,
292,0,,
292,1,,
292,2,,
292,3,,
292,4,,
292,5,,
292,6,0.2909698996655518,6.020066889632108
292,7,,
292,8,,
292,9,,
293,0,,
293,1,,
293,2,,
293,3,,
293,4,,
293,5,,
293,6,0.7090301003344481,6.020066889632108
293,7,,
293,8,,
293,9,,
294,0,,
294,1,,
294,2,,
294,3,,
294,4,,
294,5,,
294,6,0.3812709030100334,6.622073578595318
294,7,,
294,8,,
294,9,,
295,0,,
295,1,,
295,2,,
295,3,,
295,4,,
295,5,,
295,6,0.6187290969899666,6.622073578595318
295,7,,
295,8,,
295,9,,
296,0,,
296,1,,
296,2,,
296,3,,
296,4,,
296,5,,
296,6,0.4080267558528428,9.03010033444816
296,7,,
296,8,,
296,9,,
297,0,,
297,1,,
297,2,,
297,3,,
297,4,,
297,5,,
297,6,0.5919732441471571,9.03010033444816
297,7,,
297,8,,
297,9,,
298,0,,
298,1,,
298,2,,
298,3,,
298,4,,
298,5,,
298,6,0.2909698996655518,9.632107023411372
298,7,,
298,8,,
298,9,,
299,0,,
299,1,,
299,2,,
299,3,,
299,4,,
299,5,,
299,6,0.3076923076923077,9.632107023411372
299,7,,
299,8,,
299,9,,
300,0,,
300,1,,
300,2,,
300,3,,
300,4,,
300,5,,
300,6,0.6923076923076923,9.632107023411372
300,7,,
300,8,,
300,9,,
301,0,,
301,1,,
301,2,,
301,3,,
301,4,,
301,5,,
301,6,0.7090301003344481,9.632107023411372
301,7,,
301,8,,
301,9,,
302,0,,
302,1,,
302,2,,
302,3,,
302,4,,
302,5,,
302,6,0.391304347826087,12.240802675585286
302,7,,
302,8,,
302,9,,
303,0,,
303,1,,
303,2,,
303,3,,
303,4,,
303,5,,
303,6,0.6086956521739131,12.240802675585286
303,7,,
303,8,,
303,9,,
304,0,,
304,1,,
304,2,,
304,3,,
304,4,,
304,5,,
304,6,0.2909698996655518,12.642140468227424
304,7,,
304,8,,
304,9,,
305,0,,
305,1,,
305,2,,
305,3,,
305,4,,
305,5,,
305,6,0.7090301003344481,12.642140468227424
305,7,,
305,8,,
305,9,,
306,0,,
306,1,,
306,2,,
306,3,,
306,4,,
306,5,,
306,6,0.47157190635451507,13.244147157190636
306,7,,
306,8,,
306,9,,
307,0,,
307,1,,
307,2,,
307,3,,
307,4,,
307,5,,
307,6,0.5284280936454849,13.244147157190636
307,7,,
307,8,,
307,9,,
308,0,,
308,1,,
308,2,,
308,3,,
308,4,,
308,5,,
308,6,0.294314381270903,15.652173913043477
308,7,,
308,8,,
308,9,,
309,0,,
309,1,,
309,2,,
309,3,,
309,4,,
309,5,,
309,6,0.3110367892976589,15.652173913043477
309,7,,
309,8,,
309,9,,
310,0,,
310,1,,
310,2,,
310,3,,
310,4,,
310,5,,
310,6,0.6889632107023411,15.652173913043477
310,7,,
310,8,,
310,9,,
311,0,,
311,1,,
311,2,,
311,3,,
311,4,,
311,5,,
311,6,0.705685618729097,15.652173913043477
311,7,,
311,8,,
311,9,,
312,0,,
312,1,,
312,2,,
312,3,,
312,4,,
312,5,,
312,6,0.2909698996655518,18.26086956521739
312,7,,
312,8,,
312,9,,
313,0,,
313,1,,
313,2,,
313,3,,
313,4,,
313,5,,
313,6,0.3277591973244147,18.26086956521739
313,7,,
313,8,,
313,9,,
314,0,,
314,1,,
314,2,,
314,3,,
314,4,,
314,5,,
314,6,0.6722408026755853,18.26086956521739
314,7,,
314,8,,
314,9,,
315,0,,
315,1,,
315,2,,
315,3,,
315,4,,
315,5,,
315,6,0.7090301003344481,18.26086956521739
315,7,,
315,8,,
315,9,,
316,0,,
316,1,,
316,2,,
316,3,,
316,4,,
316,5,,
316,6,0.3076923076923077,23.47826086956522
316,7,,
316,8,,
316,9,,
317,0,,
317,1,,
317,2,,
317,3,,
317,4,,
317,5,,
317,6,0.6923076923076923,23.47826086956522
317,7,,
317,8,,
317,9,,
318,0,,
318,1,,
318,2,,
318,3,,
318,4,,
318,5,,
318,6,0.44481605351170567,25.48494983277592
318,7,,
318,8,,
318,9,,
319,0,,
319,1,,
319,2,,
319,3,,
319,4,,
319,5,,
319,6,0.5551839464882943,25.48494983277592
319,7,,
319,8,,
319,9,,
320,0,,
320,1,,
320,2,,
320,3,,
320,4,,
320,5,,
320,6,0.3110367892976589,25.88628762541806
320,7,,
320,8,,
320,9,,
321,0,,
321,1,,
321,2,,
321,3,,
321,4,,
321,5,,
321,6,0.6889632107023411,25.88628762541806
321,7,,
321,8,,
321,9,,
322,0,,
322,1,,
322,2,,
322,3,,
322,4,,
322,5,,
322,6,0.4916387959866221,45.35117056856188
322,7,,
322,8,,
322,9,,
323,0,,
323,1,,
323,2,,
323,3,,
323,4,,
323,5,,
323,6,0.5083612040133779,45.35117056856188
323,7,,
323,8,,
323,9,,
324,0,,
324,1,,
324,2,,
324,3,,
324,4,,
324,5,,
324,6,0.4615384615384615,49.36454849498328
324,7,,
324,8,,
324,9,,
325,0,,
325,1,,
325,2,,
325,3,,
325,4,,
325,5,,
325,6,0.5384615384615384,49.36454849498328
325,7,,
325,8,,
325,9,,
326,0,,
326,1,,
326,2,,
326,3,,
326,4,,
326,5,,
326,6,0.294314381270903,51.57190635451505
326,7,,
326,8,,
326,9,,
327,0,,
327,1,,
327,2,,
327,3,,
327,4,,
327,5,,
327,6,0.705685618729097,51.57190635451505
327,7,,
327,8,,
327,9,,
328,0,,
328,1,,
328,2,,
328,3,,
328,4,,
328,5,,
328,6,,
328,7,0.34782608695652173,0.0
328,8,,
328,9,,
329,0,,
329,1,,
329,2,,
329,3,,
329,4,,
329,5,,
329,6,,
329,7,0.6521739130434783,0.0
329,8,,
329,9,,
330,0,,
330,1,,
330,2,,
330,3,,
330,4,,
330,5,,
330,6,,
330,7,0.3177257525083612,0.2006688963210701
330,8,,
330,9,,
331,0,,
331,1,,
331,2,,
331,3,,
331,4,,
331,5,,
331,6,,
331,7,0.6822742474916388,0.2006688963210701
331,8,,
331,9,,
332,0,,
332,1,,
332,2,,
332,3,,
332,4,,
332,5,,
332,6,,
332,7,0.2909698996655518,0.6020066889632112
332,8,,
332,9,,
333,0,,
333,1,,
333,2,,
333,3,,
333,4,,
333,5,,
333,6,,
333,7,0.7090301003344481,0.6020066889632112
333,8,,
333,9,,
334,0,,
334,1,,
334,2,,
334,3,,
334,4,,
334,5,,
334,6,,
334,7,0.3177257525083612,1.0033444816053514
334,8,,
334,9,,
335,0,,
335,1,,
335,2,,
335,3,,
335,4,,
335,5,,
335,6,,
335,7,0.6822742474916388,1.0033444816053514
335,8,,
335,9,,
336,0,,
336,1,,
336,2,,
336,3,,
336,4,,
336,5,,
336,6,,
336,7,0.3612040133779264,1.4046822742474916
336,8,,
336,9,,
337,0,,
337,1,,
337,2,,
337,3,,
337,4,,
337,5,,
337,6,,
337,7,0.6387959866220736,1.4046822742474916
337,8,,
337,9,,
338,0,,
338,1,,
338,2,,
338,3,,
338,4,,
338,5,,
338,6,,
338,7,0.4983277591973244,1.6053511705685626
338,8,,
338,9,,
339,0,,
339,1,,
339,2,,
339,3,,
339,4,,
339,5,,
339,6,,
339,7,0.41471571906354515,4.414715719063544
339,8,,
339,9,,
340,0,,
340,1,,
340,2,,
340,3,,
340,4,,
340,5,,
340,6,,
340,7,0.5852842809364548,4.414715719063544
340,8,,
340,9,,
341,0,,
341,1,,
341,2,,
341,3,,
341,4,,
341,5,,
341,6,,
341,7,0.33444816053511706,4.615384615384617
341,8,,
341,9,,
342,0,,
342,1,,
342,2,,
342,3,,
342,4,,
342,5,,
342,6,,
342,7,0.6655518394648829,4.615384615384617
342,8,,
342,9,,
343,0,,
343,1,,
343,2,,
343,3,,
343,4,,
343,5,,
343,6,,
343,7,0.2909698996655518,5.016722408026755
343,8,,
343,9,,
344,0,,
344,1,,
344,2,,
344,3,,
344,4,,
344,5,,
344,6,,
344,7,0.7090301003344481,5.016722408026755
344,8,,
344,9,,
345,0,,
345,1,,
345,2,,
345,3,,
345,4,,
345,5,,
345,6,,
345,7,0.3177257525083612,5.217391304347826
345,8,,
345,9,,
346,0,,
346,1,,
346,2,,
346,3,,
346,4,,
346,5,,
346,6,,
346,7,0.6822742474916388,5.217391304347826
346,8,,
346,9,,
347,0,,
347,1,,
347,2,,
347,3,,
347,4,,
347,5,,
347,6,,
347,7,0.3812709030100334,5.618729096989966
347,8,,
347,9,,
348,0,,
348,1,,
348,2,,
348,3,,
348,4,,
348,5,,
348,6,,
348,7,0.6187290969899666,5.618729096989966
348,8,,
348,9,,
349,0,,
349,1,,
349,2,,
349,3,,
349,4,,
349,5,,
349,6,,
349,7,0.411371237458194,8.02675585284281
349,8,,
349,9,,
350,0,,
350,1,,
350,2,,
350,3,,
350,4,,
350,5,,
350,6,,
350,7,0.588628762541806,8.02675585284281
350,8,,
350,9,,
351,0,,
351,1,,
351,2,,
351,3,,
351,4,,
351,5,,
351,6,,
351,7,0.32441471571906355,8.42809364548495
351,8,,
351,9,,
352,0,,
352,1,,
352,2,,
352,3,,
352,4,,
352,5,,
352,6,,
352,7,0.6755852842809364,8.42809364548495
352,8,,
352,9,,
353,0,,
353,1,,
353,2,,
353,3,,
353,4,,
353,5,,
353,6,,
353,7,0.2909698996655518,8.62876254180602
353,8,,
353,9,,
354,0,,
354,1,,
354,2,,
354,3,,
354,4,,
354,5,,
354,6,,
354,7,0.30434782608695654,8.62876254180602
354,8,,
354,9,,
355,0,,
355,1,,
355,2,,
355,3,,
355,4,,
355,5,,
355,6,,
355,7,0.6956521739130435,8.62876254180602
355,8,,
355,9,,
356,0,,
356,1,,
356,2,,
356,3,,
356,4,,
356,5,,
356,6,,
356,7,0.7090301003344481,8.62876254180602
356,8,,
356,9,,
357,0,,
357,1,,
357,2,,
357,3,,
357,4,,
357,5,,
357,6,,
357,7,0.39464882943143814,11.237458193979933
357,8,,
357,9,,
358,0,,
358,1,,
358,2,,
358,3,,
358,4,,
358,5,,
358,6,,
358,7,0.6053511705685619,11.237458193979933
358,8,,
358,9,,
359,0,,
359,1,,
359,2,,
359,3,,
359,4,,
359,5,,
359,6,,
359,7,0.2909698996655518,11.638795986622075
359,8,,
359,9,,
360,0,,
360,1,,
360,2,,
360,3,,
360,4,,
360,5,,
360,6,,
360,7,0.31438127090301005,11.638795986622075
360,8,,
360,9,,
361,0,,
361,1,,
361,2,,
361,3,,
361,4,,
361,5,,
361,6,,
361,7,0.68561872909699,11.638795986622075
361,8,,
361,9,,
362,0,,
362,1,,
362,2,,
362,3,,
362,4,,
362,5,,
362,6,,
362,7,0.7090301003344481,11.638795986622075
362,8,,
362,9,,
363,0,,
363,1,,
363,2,,
363,3,,
363,4,,
363,5,,
363,6,,
363,7,0.4648829431438127,12.240802675585286
363,8,,
363,9,,
364,0,,
364,1,,
364,2,,
364,3,,
364,4,,
364,5,,
364,6,,
364,7,0.5351170568561873,12.240802675585286
364,8,,
364,9,,
365,0,,
365,1,,
365,2,,
365,3,,
365,4,,
365,5,,
365,6,,
365,7,0.391304347826087,15.050167224080269
365,8,,
365,9,,
366,0,,
366,1,,
366,2,,
366,3,,
366,4,,
366,5,,
366,6,,
366,7,0.6086956521739131,15.050167224080269
366,8,,
366,9,,
367,0,,
367,1,,
367,2,,
367,3,,
367,4,,
367,5,,
367,6,,
367,7,0.2909698996655518,17.25752508361204
367,8,,
367,9,,
368,0,,
368,1,,
368,2,,
368,3,,
368,4,,
368,5,,
368,6,,
368,7,0.7090301003344481,17.25752508361204
368,8,,
368,9,,
369,0,,
369,1,,
369,2,,
369,3,,
369,4,,
369,5,,
369,6,,
369,7,0.3076923076923077,22.474916387959865
369,8,,
369,9,,
370,0,,
370,1,,
370,2,,
370,3,,
